# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 25 20:07:02 2019
#
# User preference: *
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,ra_str,ra,dec_str,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_disc
14.40097400,0.00005600,-0.00005600,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,,,,,,,,,2.530,0.540,-0.540,0,2014
25.66059300,0.00028800,-0.00028800,0,19h01m23.32s,285.347187,+41d45m42.9s,41.761925,,,,,,,,,1.790,0.390,-0.390,0,2014
2.75564000,0.00000200,-0.00000200,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,,,,,,,,,1.510,0.140,-0.140,0,2014
20.30654600,0.00003800,-0.00003800,0,19h01m08.91s,285.287111,+41d51m40.2s,41.861172,,,,,,,,,1.640,0.120,-0.120,0,2014
7.78198700,0.00005800,-0.00005800,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,,,,,,,,1.200,0.240,-0.240,0,2014
13.13747100,0.00006500,-0.00006500,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,,,,,,,,1.770,0.340,-0.340,0,2014
23.44281000,0.00045300,-0.00045300,0,19h26m32.32s,291.634678,+41d50m01.9s,41.833866,,,,,,,,,1.190,0.240,-0.240,0,2014
1.61186500,0.00000600,-0.00000600,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,,,,,,,,,1.570,0.300,-0.300,0,2014
3.07157100,0.00001600,-0.00001600,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,,,,,,,,,1.500,0.290,-0.290,0,2014
5.86807500,0.00000900,-0.00000900,0,19h20m07.32s,290.030517,+42d09m57.8s,42.166050,,,,,,,,,3.310,0.630,-0.630,0,2014
4.22864000,0.00001800,-0.00001800,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,,,,,,,,1.630,0.300,-0.300,0,2014
7.46662300,0.00006700,-0.00006700,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,,,,,,,,1.390,0.260,-0.260,0,2014
11.13178600,0.00013100,-0.00013100,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,,,,,,,,1.200,0.230,-0.230,0,2014
16.25945800,0.00017600,-0.00017600,0,19h35m33.65s,293.890206,+42d31m40.8s,42.528008,,,,,,,,,1.480,0.280,-0.280,0,2014
16.08784500,0.00004100,-0.00004100,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,,,,,,,,,2.260,0.340,-0.340,0,2014
41.74988200,0.00010600,-0.00010600,0,19h24m40.69s,291.169537,+42d38m26.9s,42.640812,,,,,,,,,3.100,0.510,-0.510,0,2014
2.78578000,0.00003000,-0.00003000,0,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,0.01598,0.00541,-0.00541,0,5.08000,1.72000,-1.72000,0,1.639,0.019,-0.015,0,2012
2.45323400,0.00000100,-0.00000100,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,,,,,,,,,2.940,0.210,-0.210,0,2014
7.97251300,0.00000300,-0.00000300,0,19h30m00.81s,292.503389,+43d04m59.3s,43.083149,,,,,,,,,3.620,0.190,-0.190,0,2014
4.13857500,0.00001000,-0.00001000,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,,,,,,,,,1.260,0.090,-0.090,0,2014
6.04045000,0.00001600,-0.00001600,0,19h01m45.40s,285.439151,+43d10m06.5s,43.168484,,,,,,,,,1.290,0.090,-0.090,0,2014
16.25758200,0.00037800,-0.00037800,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,,,,,,,,,1.090,0.210,-0.210,0,2014
31.80517400,0.00014200,-0.00014200,0,19h10m29.00s,287.620834,+43d08m30.0s,43.141678,,,,,,,,,2.740,0.510,-0.510,0,2014
2.46236000,0.00000600,-0.00000600,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,,,,,,,,,1.620,0.310,-0.310,0,2014
4.82296200,0.00000800,-0.00000800,0,19h23m17.80s,290.824182,+44d38m49.9s,44.647186,,,,,,,,,2.340,0.450,-0.450,0,2014
15.66054400,0.00008000,-0.00008000,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,,,,,,,,,2.610,0.490,-0.490,0,2014
28.77980000,0.00039700,-0.00039700,0,18h59m01.16s,284.754851,+44d57m21.7s,44.956032,,,,,,,,,2.130,0.400,-0.400,0,2014
9.36067200,0.00004000,-0.00004000,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,,,,,,,,1.620,0.400,-0.400,0,2014
14.66710800,0.00008900,-0.00008900,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,,,,,,,,1.770,0.420,-0.420,0,2014
30.86442300,0.00009200,-0.00009200,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,,,,,,,,2.390,0.550,-0.550,0,2014
68.16101000,0.00063000,-0.00063000,0,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,,,,,,,,,1.750,0.410,-0.410,0,2014
7.69364100,0.00003100,-0.00003100,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,,,,,,,,,2.350,0.460,-0.460,0,2014
17.40666900,0.00005700,-0.00005700,0,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,,,,,,,,,3.040,0.590,-0.590,0,2014
5.37494300,0.00001900,-0.00001900,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,,,,,,,,2.230,0.320,-0.320,0,2014
8.58600400,0.00005300,-0.00005300,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,,,,,,,,1.850,0.270,-0.270,0,2014
3.88689525,0.00002241,-0.00002241,0,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,,,,,,,,,1.320,0.360,-0.270,0,2016
3.61933700,0.00001100,-0.00001100,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,,,,,,,,1.480,0.120,-0.120,0,2014
44.69957600,0.00016700,-0.00016700,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,,,,,,,,3.140,0.260,-0.260,0,2014
124.52446470,0.00058220,-0.00058220,0,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,,,,,,,,,2.660,0.280,-0.180,0,2016
4.58551200,0.00000800,-0.00000800,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,,,,,,,,,2.950,0.490,-0.490,0,2014
22.71461300,0.00007500,-0.00007500,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,,,,,,,,,3.580,0.600,-0.600,0,2014
47.90364500,0.00030700,-0.00030700,0,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,,,,,,,,,2.810,0.480,-0.480,0,2014
289.86230000,0.00160000,-0.00200000,0,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,0.11300,,,1,36.00000,,,1,2.380,0.130,-0.130,0,2011
4.15980700,0.00001000,-0.00001000,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,,,,,,,,0.810,0.050,-0.050,0,2014
9.03419900,0.00000900,-0.00000900,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,,,,,,,,1.570,0.090,-0.090,0,2014
28.12239700,0.00016200,-0.00016200,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,,,,,,,,0.980,0.060,-0.060,0,2014
45.90273300,0.00019200,-0.00019200,0,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,,,,,,,,,1.330,0.120,-0.120,0,2014
2.79590600,0.00000400,-0.00000400,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,,,,,,,,,1.710,0.170,-0.170,0,2014
5.69058600,0.00000400,-0.00000400,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,,,,,,,,,2.930,0.270,-0.270,0,2014
10.04156000,0.00001100,-0.00001100,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,,,,,,,,,2.730,0.250,-0.250,0,2014
18.36991700,0.00002900,-0.00002900,0,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,,,,,,,,,2.630,0.250,-0.250,0,2014
3.93698100,0.00000500,-0.00000500,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,,,,,,,,,3.160,1.400,-1.400,0,2014
10.08881000,0.00001100,-0.00001100,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,,,,,,,,,4.640,2.070,-2.070,0,2014
28.08191200,0.00006900,-0.00006900,0,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,,,,,,,,,3.690,1.630,-1.630,0,2014
7.38449000,0.00022000,-0.00022000,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,0.02328,0.00409,-0.00346,0,7.40000,1.30000,-1.10000,0,2.990,0.180,-0.270,0,2014
9.84564000,0.00052000,-0.00051000,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,0.01605,0.00535,-0.00346,0,5.10000,1.70000,-1.10000,0,3.440,0.200,-0.300,0,2014
14.78869000,0.00030000,-0.00027000,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,0.02517,0.00472,-0.00409,0,8.00000,1.50000,-1.30000,0,5.240,0.260,-0.450,0,2014
19.72567000,0.00055000,-0.00054000,0,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,0.01510,0.00440,-0.00378,0,4.80000,1.40000,-1.20000,0,4.600,0.270,-0.410,0,2014
3.13292400,0.00001400,-0.00001400,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,,,,,1.390,0.090,-0.090,0,2014
5.92500300,0.00001000,-0.00001000,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,,,,,3.120,0.260,-0.260,0,2014
11.34939300,0.00003400,-0.00003400,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,,,,,2.300,0.140,-0.140,0,2014
18.64357700,0.00008700,-0.00008700,0,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,,,,,1.970,0.150,-0.150,0,2014
6.73897500,0.00004100,-0.00004100,0,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,,,,,,,,,1.200,0.070,-0.070,0,2014
18.79423400,0.00007600,-0.00007600,0,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,,,,,,,,,1.840,0.100,-0.100,0,2014
3.94099700,0.00002000,-0.00002000,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,,,,,,,,1.550,0.620,-0.620,0,2014
5.34955500,0.00001400,-0.00001400,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,,,,,,,,2.270,0.900,-0.900,0,2014
8.10904400,0.00009400,-0.00009400,0,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,,,,,,,,,1.220,0.490,-0.490,0,2014
9.48801500,0.00003900,-0.00003900,0,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,,,,,,,,,3.110,1.570,-1.570,0,2014
54.41869400,0.00046000,-0.00046000,0,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,,,,,,,,,3.040,1.530,-1.530,0,2014
2.56654600,0.00002600,-0.00002600,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,,,,,,,,1.530,0.710,-0.710,0,2014
4.13444400,0.00001800,-0.00001800,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,,,,,,,,2.700,1.240,-1.240,0,2014
11.09428600,0.00003600,-0.00003600,0,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,,,,,,,,4.040,1.850,-1.850,0,2014
6.25297200,0.00002100,-0.00002100,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,,,,,,,,2.200,0.780,-0.780,0,2014
16.06863800,0.00001900,-0.00001900,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,,,,,,,,4.920,1.740,-1.740,0,2014
41.19491200,0.00024800,-0.00024800,0,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,,,,,,,,,3.850,1.380,-1.380,0,2014
7.10730000,,,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,0.80000,,,1,254.30000,,,1,1.900,,,0,2011
10.74210000,,,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,2.70000,,,1,858.10000,,,1,3.200,,,0,2011
15.27429900,0.00010400,-0.00010400,0,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,,,,,,,,,2.200,0.090,-0.090,0,2014
32.62555500,0.00012600,-0.00012600,0,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,,,,,,,,,4.260,2.170,-2.170,0,2014
91.77324200,0.00161800,-0.00161800,0,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,,,,,,,,,2.040,1.040,-1.040,0,2014
10.06527500,0.00002700,-0.00002700,0,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,,,,,,,,,1.730,0.120,-0.120,0,2014
19.27156600,0.00009900,-0.00009900,0,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,,,,,,,,,1.930,0.190,-0.190,0,2014
4.43122200,0.00001100,-0.00001100,0,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,,,,,,,,,3.080,1.470,-1.470,0,2014
11.37934900,0.00004400,-0.00004400,0,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,,,,,,,,,3.830,1.860,-1.860,0,2014
8.47238200,0.00002600,-0.00002600,0,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,,,,,,,,,2.430,0.660,-0.660,0,2014
60.41895500,0.00063000,-0.00063000,0,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,,,,,,,,,2.710,0.780,-0.780,0,2014
2.71150600,0.00000600,-0.00000600,0,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,,,,,,,,,3.700,1.660,-1.660,0,2014
7.21205000,0.00002200,-0.00002200,0,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,,,,,,,,,3.510,1.560,-1.560,0,2014
3.34022200,0.00000500,-0.00000500,0,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,,,,,,,,2.230,0.100,-0.100,0,2014
7.82490400,0.00005500,-0.00005500,0,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,,,,,,,,1.280,0.080,-0.080,0,2014
20.06054800,0.00009900,-0.00009900,0,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,,,,,,,,2.050,0.100,-0.100,0,2014
46.18366900,0.00042500,-0.00042500,0,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,,,,,,,,,2.220,0.290,-0.290,0,2014
8.29561100,0.00003200,-0.00003200,0,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,,,,,,,,,1.570,0.120,-0.120,0,2014
23.96812700,0.00017400,-0.00017400,0,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,,,,,,,,,2.000,0.170,-0.170,0,2014
4.71510600,0.00003000,-0.00003000,0,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,,,,,,,,,1.410,0.750,-0.750,0,2014
8.10363600,0.00003200,-0.00003200,0,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,,,,,,,,,2.080,1.100,-1.100,0,2014
2.09087600,0.00002000,-0.00002000,0,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,,,,,,,,,1.730,0.400,-0.400,0,2014
6.15555700,0.00005000,-0.00005000,0,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,,,,,,,,,2.390,0.450,-0.450,0,2014
13.23354900,0.00008100,-0.00008100,0,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,,,,,,,,,3.070,0.570,-0.570,0,2014
23.65400000,,,0,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,0.53400,0.22600,-0.21700,0,169.70000,71.70000,-69.10000,0,5.600,2.370,-0.460,0,2013
50.44700000,,,0,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,0.04200,0.00900,-0.00800,0,13.50000,2.90000,-2.50000,0,2.000,0.850,-0.170,0,2013
11.76305100,0.00003400,-0.00003400,0,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,,,,,,,,,2.330,0.150,-0.150,0,2014
56.22809800,0.00058000,-0.00058000,0,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,,,,,,,,,2.510,0.420,-0.420,0,2014
8.14530000,,,0,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1.60000,,,1,508.50000,,,1,2.400,,,0,2011
12.33350000,,,0,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1.60000,,,1,508.50000,,,1,2.800,,,0,2011
4.24438400,0.00005300,-0.00005300,0,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,,,,,,,,,1.670,0.390,-0.390,0,2014
18.99835500,0.00015700,-0.00015700,0,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,,,,,,,,,2.780,0.640,-0.640,0,2014
4.14449500,0.00002600,-0.00002600,0,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,,,,,,,,,1.370,0.560,-0.560,0,2014
7.95352800,0.00002500,-0.00002500,0,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,,,,,,,,,2.200,0.890,-0.890,0,2014
12.71809200,0.00003500,-0.00003500,0,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,,,,,,,,2.330,1.030,-1.030,0,2014
36.06597800,0.00013300,-0.00013300,0,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,,,,,,,,,2.570,1.110,-1.110,0,2014
8.20395000,0.00002000,-0.00002000,0,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,,,,,,,,2.610,1.600,-1.600,0,2014
14.49648100,0.00008300,-0.00008300,0,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,,,,,,,,,2.000,1.230,-1.230,0,2014
5.71544200,0.00001100,-0.00001100,0,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,,,,,,,,,2.450,1.160,-1.160,0,2014
20.02621800,0.00016300,-0.00016300,0,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,,,,,,,,,1.990,0.970,-0.970,0,2014
4.31179200,0.00000800,-0.00000800,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,,,,,2.760,1.160,-1.160,0,2014
9.76729200,0.00004600,-0.00004600,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,,,,,2.050,0.870,-0.870,0,2014
20.05040100,0.00013000,-0.00013000,0,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,,,,,,,,,2.310,0.970,-0.970,0,2014
7.49019000,0.00001900,-0.00001900,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,,,,,2.570,0.180,-0.180,0,2014
17.46081200,0.00007600,-0.00007600,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,,,,,2.180,0.170,-0.170,0,2014
36.27710800,0.00017300,-0.00017300,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,,,,,3.030,0.210,-0.210,0,2014
3.21982106,0.00000474,-0.00000474,0,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,,,,,,,,,1.750,0.080,-0.060,0,2016
4.60182000,0.00000800,-0.00000800,0,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,,,,,,,,2.340,1.200,-1.200,0,2014
11.18716100,0.00007500,-0.00007500,0,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,,,,,,,,,1.500,0.760,-0.760,0,2014
3.33616000,0.00000700,-0.00000700,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,,,,,1.640,0.460,-0.460,0,2014
9.43945200,0.00000700,-0.00000700,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,,,,,4.090,1.140,-1.140,0,2014
20.47791200,0.00002600,-0.00002600,0,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,,,,,,,,,3.940,1.100,-1.100,0,2014
6.30820500,0.00001000,-0.00001000,0,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,,,,,3.020,0.360,-0.360,0,2014
16.23949400,0.00002400,-0.00002400,0,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,,,,,,,,,4.070,0.490,-0.490,0,2014
3.30653900,0.00001000,-0.00001000,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,,,,,1.090,0.050,-0.050,0,2014
7.11370200,0.00001800,-0.00001800,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,,,,,1.510,0.090,-0.090,0,2014
15.36845900,0.00007000,-0.00007000,0,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,,,,,,,,,1.570,0.140,-0.140,0,2014
6.23850000,,,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,0.03020,0.01321,-0.01321,0,9.60000,4.20000,-4.20000,0,2.710,0.050,-0.050,0,2011
12.72040000,,,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,0.07740,0.01793,-0.01793,0,24.60000,5.70000,-5.70000,0,5.200,0.090,-0.090,0,2011
123.00000000,2.00000000,-2.00000000,0,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,0.28300,0.04300,-0.04300,0,89.90000,13.70000,-13.70000,0,,,,,2014
4.14814100,0.00004600,-0.00004600,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,,,,,1.130,0.680,-0.680,0,2014
7.15680400,0.00002200,-0.00002200,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,,,,,2.280,1.310,-1.310,0,2014
17.64831200,0.00008100,-0.00008100,0,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,,,,,,,,,2.180,1.250,-1.250,0,2014
4.79093600,0.00003700,-0.00003700,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,,,,,1.330,0.240,-0.240,0,2014
16.51404300,0.00005400,-0.00005400,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,,,,,2.770,0.490,-0.490,0,2014
30.13300100,0.00016100,-0.00016100,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,,,,,2.770,0.490,-0.490,0,2014
99.64016100,0.00107400,-0.00107400,0,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,,,,,,,,,2.770,0.490,-0.490,0,2014
6.66839100,0.00003100,-0.00003100,0,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,,,,,,,,1.230,0.120,-0.120,0,2014
10.84846300,0.00001500,-0.00001500,0,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,,,,,,,,,2.150,0.130,-0.130,0,2014
3.78398600,0.00001700,-0.00001700,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,,,,,1.630,0.670,-0.670,0,2014
10.28195100,0.00003200,-0.00003200,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,,,,,2.650,1.110,-1.110,0,2014
18.11986900,0.00006600,-0.00006600,0,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,,,,,,,,,3.170,1.300,-1.300,0,2014
5.82666200,0.00001000,-0.00001000,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,,,,,3.870,1.850,-1.850,0,2014
12.41218300,0.00008200,-0.00008200,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,,,,,2.150,1.030,-1.030,0,2014
18.74647700,0.00012100,-0.00012100,0,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,,,,,,,,,2.500,1.190,-1.190,0,2014
5.71460600,0.00005200,-0.00005200,0,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,,,,,1.550,0.620,-0.620,0,2014
9.94604700,0.00003500,-0.00003500,0,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,,,,,2.990,1.180,-1.180,0,2014
1.04562266,0.00000267,-0.00000267,0,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,,,,,,,,,1.320,0.140,-0.100,0,2016
1.62049300,0.00000900,-0.00000900,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,,,,,1.590,0.390,-0.390,0,2014
3.38802000,0.00001600,-0.00001600,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,,,,,2.150,0.530,-0.530,0,2014
5.83917200,0.00003100,-0.00003100,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,,,,,2.480,0.630,-0.630,0,2014
10.68157200,0.00006600,-0.00006600,0,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,,,,,,,,,2.350,0.580,-0.580,0,2014
2.38266700,0.00000600,-0.00000600,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,,,,,2.610,1.310,-1.310,0,2014
6.58148400,0.00000800,-0.00000800,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,,,,,5.410,2.720,-2.720,0,2014
24.66455100,0.00005100,-0.00005100,0,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,,,,,,,,,4.950,2.480,-2.480,0,2014
13.19722000,0.00001900,-0.00001900,0,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,,,,,,,,,4.060,2.710,-2.710,0,2014
33.65307900,0.00018900,-0.00018900,0,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,,,,,,,,,3.610,2.430,-2.430,0,2014
8.11531700,0.00002200,-0.00002200,0,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,,,,,,,,2.800,1.370,-1.370,0,2014
36.92493100,0.00018100,-0.00018100,0,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,,,,,,,,,2.700,1.310,-1.310,0,2014
12.28000000,0.00030000,-0.00030000,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,0.01611,0.00205,-0.00192,0,5.12000,0.65000,-0.61000,0,2.780,0.110,-0.110,0,2011
17.25590000,0.00060000,-0.00060000,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,0.01951,0.00205,-0.00205,0,6.20000,0.65000,-0.65000,0,2.720,0.120,-0.120,0,2011
3.54391900,0.00001500,-0.00001500,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,,,,,1.070,0.060,-0.060,0,2014
46.82791500,0.00017300,-0.00017300,0,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,,,,,2.410,0.150,-0.150,0,2014
8.18739900,0.00002200,-0.00002200,0,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,,,,,,,,,2.010,0.550,-0.550,0,2014
