# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 10 21:44:44 2019
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_disc
Kepler-1181 b,Transit,1,4.89337519,0.00002526,-0.00002526,0,,,,,,,,,0.140,0.058,-0.023,0,867.00,349.46,-141.95,0,1.17,0.17,-0.10,0,1.30,0.54,-0.21,0,2016
Kepler-1182 b,Transit,1,11.17394617,0.00006278,-0.00006278,0,,,,,,,,,0.215,0.054,-0.045,0,1258.00,321.54,-168.43,0,1.04,0.11,-0.09,0,1.05,0.26,-0.13,0,2016
Kepler-1183 b,Transit,1,28.50571890,0.00030310,-0.00030310,0,,,,,,,,,0.252,0.046,-0.027,0,1378.00,250.12,-149.30,0,1.00,0.06,-0.07,0,0.99,0.18,-0.10,0,2016
Kepler-1184 b,Transit,1,53.59910440,0.00036740,-0.00036740,0,,,,,,,,,0.239,0.054,-0.027,0,1193.00,223.61,-126.19,0,1.05,0.07,-0.07,0,1.07,0.20,-0.11,0,2016
Kepler-1185 b,Transit,1,104.35189760,0.00067050,-0.00067050,0,,,,,,,,,0.119,0.007,-0.004,0,296.00,7.66,-7.23,0,0.96,0.02,-0.02,0,0.87,0.02,-0.02,0,2016
Kepler-1186 b,Transit,1,16.07677615,0.00007199,-0.00007199,0,,,,,,,,,0.199,0.032,-0.020,0,1112.00,176.25,-82.20,0,0.95,0.04,-0.05,0,0.93,0.15,-0.06,0,2016
Kepler-1187 b,Transit,1,18.87064068,0.00006002,-0.00006002,0,,,,,,,,,0.233,0.045,-0.025,0,1029.00,198.53,-117.21,0,1.06,0.09,-0.07,0,1.09,0.21,-0.12,0,2016
Kepler-1188 b,Transit,1,17.13695430,0.00012140,-0.00012140,0,,,,,,,,,0.186,0.044,-0.020,0,1202.00,283.49,-125.26,0,1.04,0.07,-0.07,0,1.06,0.25,-0.10,0,2016
Kepler-1189 b,Transit,1,3.78858982,0.00002274,-0.00002274,0,,,,,,,,,0.158,0.046,-0.043,0,883.00,257.83,-123.03,0,1.11,0.10,-0.08,0,1.16,0.34,-0.15,0,2016
Kepler-119 b,Transit,2,2.42208200,0.00000100,-0.00000100,0,0.035000,,,0,,,,,0.321,0.122,-0.122,0,733.00,156.76,-97.24,0,,,,,0.84,0.32,-0.32,0,2014
Kepler-119 c,Transit,2,4.12510300,0.00002800,-0.00002800,0,0.049000,,,0,,,,,0.082,0.031,-0.031,0,733.00,156.76,-97.24,0,,,,,0.84,0.32,-0.32,0,2014
Kepler-1190 b,Transit,1,10.45843441,0.00005281,-0.00005281,0,,,,,,,,,0.119,0.004,-0.010,0,384.00,14.62,-19.49,0,0.76,0.03,-0.04,0,0.72,0.02,-0.04,0,2016
Kepler-1191 b,Transit,1,5.60014851,0.00001909,-0.00001909,0,,,,,,,,,0.135,0.012,-0.010,0,876.00,70.68,-65.65,0,0.85,0.05,-0.05,0,0.81,0.06,-0.06,0,2016
Kepler-1192 b,Transit,1,25.20347870,0.00012780,-0.00012780,0,,,,,,,,,0.211,0.021,-0.020,0,1108.00,105.34,-101.40,0,0.86,0.05,-0.07,0,0.83,0.08,-0.07,0,2016
Kepler-1193 b,Transit,1,2.83265213,0.00000903,-0.00000903,0,,,,,,,,,0.118,0.019,-0.015,0,695.00,106.86,-84.07,0,1.08,0.06,-0.04,0,1.21,0.19,-0.15,0,2016
Kepler-1194 b,Transit,1,16.22371307,0.00008867,-0.00008867,0,,,,,,,,,0.135,0.011,-0.008,0,616.00,41.34,-33.73,0,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,2016
Kepler-1195 b,Transit,1,8.49642241,0.00002872,-0.00002872,0,,,,,,,,,0.186,0.017,-0.015,0,812.00,62.81,-68.99,0,0.74,0.05,-0.06,0,0.71,0.05,-0.06,0,2016
Kepler-1196 b,Transit,1,66.18490310,0.00046610,-0.00046610,0,,,,,,,,,0.199,0.033,-0.019,0,946.00,148.16,-90.75,0,0.98,0.06,-0.06,0,0.97,0.15,-0.09,0,2016
Kepler-1197 b,Transit,1,2.03231845,0.00000375,-0.00000375,0,,,,,,,,,0.112,0.003,-0.008,0,505.00,11.48,-11.79,0,0.78,0.02,-0.03,0,0.72,0.01,-0.01,0,2016
Kepler-1198 b,Transit,1,7.68477160,0.00003250,-0.00003250,0,,,,,,,,,0.131,0.016,-0.009,0,777.00,83.72,-52.11,0,0.93,0.04,-0.05,0,0.90,0.10,-0.06,0,2016
Kepler-1199 b,Transit,1,15.04471980,0.00010840,-0.00010840,0,,,,,,,,,0.103,0.019,-0.014,0,540.00,94.71,-74.19,0,0.94,0.10,-0.06,0,1.17,0.21,-0.16,0,2016
Kepler-12 b,Transit,1,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,,,,,1.754,0.031,-0.036,0,600.00,,,0,1.17,0.05,-0.05,0,1.48,0.03,-0.03,0,2011
Kepler-120 b,Transit,2,6.31250100,0.00000800,-0.00000800,0,0.055000,,,0,,,,,0.192,0.015,-0.015,0,376.00,17.34,-16.81,0,,,,,0.53,0.03,-0.03,0,2014
Kepler-120 c,Transit,2,12.79458500,0.00004400,-0.00004400,0,0.088000,,,0,,,,,0.136,0.008,-0.008,0,376.00,17.34,-16.81,0,,,,,0.53,0.03,-0.03,0,2014
Kepler-1200 b,Transit,1,1.11854972,0.00000312,-0.00000312,0,,,,,,,,,0.095,0.005,-0.007,0,579.00,29.47,-33.77,0,0.74,0.04,-0.05,0,0.70,0.03,-0.04,0,2016
Kepler-1201 b,Transit,1,15.18725932,0.00008158,-0.00008158,0,,,,,,,,,0.204,0.081,-0.038,0,1202.00,446.55,-198.93,0,1.15,0.17,-0.11,0,1.24,0.46,-0.19,0,2016
Kepler-1202 b,Transit,1,28.68513240,0.00018990,-0.00018990,0,,,,,,,,,0.262,0.081,-0.028,0,1393.00,294.50,-144.28,0,1.03,0.06,-0.06,0,1.04,0.22,-0.10,0,2016
Kepler-1203 b,Transit,1,0.58800076,0.00000058,-0.00000058,0,,,,,,,,,0.095,0.005,-0.004,0,269.00,10.27,-10.85,0,0.64,0.02,-0.02,0,0.61,0.01,-0.02,0,2016
Kepler-1204 b,Transit,1,85.73502850,0.00063730,-0.00063730,0,,,,,,,,,0.272,0.078,-0.027,0,1282.00,354.85,-129.65,0,1.03,0.06,-0.06,0,1.03,0.29,-0.10,0,2016
Kepler-1205 b,Transit,1,1.07839035,0.00000160,-0.00000160,0,,,,,,,,,0.126,0.009,-0.008,0,766.00,50.16,-48.14,0,0.84,0.04,-0.05,0,0.81,0.05,-0.05,0,2016
Kepler-1206 b,Transit,1,1.21699766,0.00000261,-0.00000261,0,,,,,,,,,0.146,0.008,-0.007,0,807.00,33.26,-33.80,0,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,2016
Kepler-1207 b,Transit,1,13.68237119,0.00008986,-0.00008986,0,,,,,,,,,0.145,0.045,-0.016,0,946.00,197.37,-91.70,0,1.06,0.06,-0.06,0,1.06,0.23,-0.10,0,2016
Kepler-1208 b,Transit,1,11.08507637,0.00005235,-0.00005235,0,,,,,,,,,0.207,0.017,-0.012,0,877.00,52.25,-54.11,0,0.80,0.04,-0.04,0,0.76,0.04,-0.04,0,2016
Kepler-1209 b,Transit,1,25.36911600,0.00012490,-0.00012490,0,,,,,,,,,0.135,0.029,-0.016,0,558.00,114.09,-64.60,0,1.23,0.09,-0.05,0,1.38,0.29,-0.16,0,2016
Kepler-121 b,Transit,2,3.17742200,0.00000300,-0.00000300,0,0.039000,,,0,,,,,0.209,0.113,-0.113,0,622.00,57.74,-46.04,0,,,,,0.70,0.38,-0.38,0,2014
Kepler-121 c,Transit,2,41.00801100,0.00019100,-0.00019100,0,0.216000,,,0,,,,,0.203,0.112,-0.112,0,622.00,57.74,-46.04,0,,,,,0.70,0.38,-0.38,0,2014
Kepler-1210 b,Transit,1,8.07124073,0.00004899,-0.00004899,0,,,,,,,,,0.152,0.027,-0.012,0,1155.00,192.17,-87.45,0,0.94,0.04,-0.05,0,0.92,0.16,-0.07,0,2016
Kepler-1211 b,Transit,1,11.01816836,0.00007975,-0.00007975,0,,,,,,,,,0.227,0.037,-0.037,0,1486.00,212.57,-132.28,0,0.96,0.06,-0.07,0,0.94,0.13,-0.08,0,2016
Kepler-1212 b,Transit,1,12.94130146,0.00007910,-0.00007910,0,,,,,,,,,0.191,0.052,-0.024,0,1304.00,347.42,-168.65,0,1.10,0.11,-0.08,0,1.15,0.31,-0.14,0,2016
Kepler-1213 b,Transit,1,5.34982412,0.00002659,-0.00002659,0,,,,,,,,,0.106,0.012,-0.009,0,685.00,71.29,-53.60,0,1.14,0.04,-0.04,0,1.21,0.13,-0.09,0,2016
Kepler-1214 b,Transit,1,18.82634264,0.00008784,-0.00008784,0,,,,,,,,,0.211,0.017,-0.010,0,757.00,42.52,-33.59,0,0.85,0.03,-0.04,0,0.80,0.04,-0.03,0,2016
Kepler-1215 b,Transit,1,4.76703963,0.00002300,-0.00002300,0,,,,,,,,,0.109,0.016,-0.011,0,701.00,101.86,-57.11,0,0.95,0.04,-0.05,0,0.93,0.13,-0.07,0,2016
Kepler-1216 b,Transit,1,4.37034536,0.00001993,-0.00001993,0,,,,,,,,,0.124,0.020,-0.010,0,1124.00,168.77,-89.87,0,0.99,0.04,-0.05,0,0.98,0.15,-0.07,0,2016
Kepler-1217 b,Transit,1,2.03232507,0.00000646,-0.00000646,0,,,,,,,,,0.178,0.043,-0.017,0,1363.00,318.22,-134.60,0,1.06,0.07,-0.06,0,1.08,0.26,-0.10,0,2016
Kepler-1218 b,Transit,1,22.92212660,0.00023370,-0.00023370,0,,,,,,,,,0.128,0.013,-0.012,0,667.00,70.40,-52.71,0,1.06,0.05,-0.05,0,1.10,0.11,-0.09,0,2016
Kepler-1219 b,Transit,1,16.10467749,0.00008828,-0.00008828,0,,,,,,,,,0.189,0.050,-0.040,0,622.00,162.03,-128.74,0,1.25,0.14,-0.12,0,1.94,0.50,-0.40,0,2016
Kepler-122 b,Transit,5,5.76619300,0.00001600,-0.00001600,0,0.064000,,,0,,,,,0.209,0.041,-0.041,0,946.00,128.20,-92.43,0,,,,,1.22,0.24,-0.24,0,2014
Kepler-122 c,Transit,5,12.46598800,0.00000900,-0.00000900,0,0.108000,,,0,,,,,0.524,0.103,-0.103,0,946.00,128.20,-92.43,0,,,,,1.22,0.24,-0.24,0,2014
Kepler-122 d,Transit,5,21.58747500,0.00016400,-0.00016400,0,0.155000,,,0,,,,,0.196,0.039,-0.039,0,946.00,128.20,-92.43,0,,,,,1.22,0.24,-0.24,0,2014
Kepler-122 e,Transit,5,37.99327300,0.00039000,-0.00039000,0,0.227000,,,0,,,,,0.232,0.048,-0.048,0,946.00,128.20,-92.43,0,,,,,1.22,0.24,-0.24,0,2014
Kepler-122 f,Transit Timing Variations,5,56.26800000,,,0,,,,,,,,,0.156,0.054,-0.014,0,946.00,128.20,-92.43,0,,,,,1.22,0.24,-0.24,0,2014
Kepler-1220 b,Transit,1,7.42693741,0.00004187,-0.00004187,0,,,,,,,,,0.136,0.029,-0.017,0,958.00,217.61,-129.38,0,1.00,0.12,-0.08,0,0.99,0.21,-0.12,0,2016
Kepler-1221 b,Transit,1,12.00096042,0.00005761,-0.00005761,0,,,,,,,,,0.168,0.027,-0.014,0,909.00,55.17,-42.48,0,0.87,0.04,-0.04,0,0.82,0.05,-0.03,0,2016
Kepler-1222 b,Transit,1,1.91694425,0.00000611,-0.00000611,0,,,,,,,,,0.070,0.005,-0.005,0,455.00,28.81,-29.08,0,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,2016
Kepler-1223 b,Transit,1,16.30125900,0.00010300,-0.00010300,0,,,,,,,,,0.109,0.005,-0.007,0,455.00,19.39,-20.57,0,0.80,0.03,-0.04,0,0.75,0.03,-0.03,0,2016
Kepler-1224 b,Transit,1,13.32351601,0.00007281,-0.00007281,0,,,,,,,,,0.119,0.011,-0.007,0,578.00,45.18,-33.50,0,1.18,0.04,-0.03,0,1.22,0.10,-0.07,0,2016
Kepler-1225 b,Transit,1,7.01075434,0.00002753,-0.00002753,0,,,,,,,,,0.162,0.054,-0.021,0,1241.00,407.27,-170.85,0,1.13,0.14,-0.09,0,1.19,0.40,-0.15,0,2016
Kepler-1226 b,Transit,1,17.29234530,0.00011870,-0.00011870,0,,,,,,,,,0.129,0.023,-0.013,0,779.00,136.72,-84.36,0,1.02,0.08,-0.07,0,1.02,0.18,-0.10,0,2016
Kepler-1227 b,Transit,1,94.28875770,0.00058730,-0.00058730,0,,,,,,,,,0.204,0.046,-0.021,0,667.00,106.13,-62.96,0,0.97,0.06,-0.07,0,0.95,0.15,-0.08,0,2016
Kepler-1228 b,Transit,1,0.57736958,0.00000041,-0.00000041,0,,,,,,,,,0.137,0.010,-0.012,0,547.00,38.98,-52.80,0,0.78,0.05,-0.06,0,0.74,0.05,-0.07,0,2016
Kepler-1229 b,Transit,1,86.82898900,0.00106900,-0.00106900,0,,,,,,,,,0.125,0.010,-0.012,0,236.00,16.13,-19.81,0,0.54,0.03,-0.04,0,0.51,0.03,-0.03,0,2016
Kepler-123 b,Transit,2,17.23236600,0.00005600,-0.00005600,0,0.135000,,,0,,,,,0.262,0.051,-0.051,0,934.00,145.22,-100.71,0,,,,,1.26,0.24,-0.24,0,2014
Kepler-123 c,Transit,2,26.69507400,0.00046800,-0.00046800,0,0.181000,,,0,,,,,0.132,0.027,-0.027,0,934.00,145.22,-100.71,0,,,,,1.26,0.24,-0.24,0,2014
Kepler-1230 b,Transit,1,9.95661537,0.00004469,-0.00004469,0,,,,,,,,,0.242,0.044,-0.026,0,1433.00,259.82,-146.85,0,1.06,0.08,-0.06,0,1.08,0.19,-0.10,0,2016
Kepler-1231 b,Transit,1,10.41725184,0.00006556,-0.00006556,0,,,,,,,,,0.127,0.027,-0.011,0,948.00,191.05,-83.89,0,1.01,0.06,-0.05,0,1.00,0.20,-0.08,0,2016
Kepler-1232 b,Transit,1,26.78391830,0.00017860,-0.00017860,0,,,,,,,,,0.172,0.021,-0.014,0,740.00,94.54,-49.75,0,0.92,0.04,-0.04,0,0.89,0.11,-0.05,0,2016
Kepler-1233 b,Transit,1,45.12630420,0.00051710,-0.00051710,0,,,,,,,,,0.232,0.096,-0.035,0,1281.00,525.45,-200.04,0,1.16,0.18,-0.10,0,1.25,0.52,-0.18,0,2016
Kepler-1234 b,Transit,1,11.94014029,0.00008335,-0.00008335,0,,,,,,,,,0.251,0.014,-0.072,0,866.00,36.75,-42.26,0,0.80,0.03,-0.04,0,0.76,0.03,-0.03,0,2016
Kepler-1235 b,Transit,1,4.16055856,0.00002789,-0.00002789,0,,,,,,,,,0.070,0.011,-0.005,0,533.00,70.26,-37.27,0,0.93,0.04,-0.05,0,0.90,0.12,-0.06,0,2016
Kepler-1236 b,Transit,1,31.05716180,0.00025080,-0.00025080,0,,,,,,,,,0.191,0.016,-0.020,0,1078.00,95.44,-77.92,0,0.86,0.05,-0.05,0,0.82,0.07,-0.05,0,2016
Kepler-1237 b,Transit,1,84.57332260,0.00064800,-0.00064800,0,,,,,,,,,0.255,0.035,-0.019,0,1121.00,147.22,-74.75,0,0.94,0.04,-0.04,0,0.90,0.12,-0.06,0,2016
Kepler-1238 b,Transit,1,4.14787559,0.00003447,-0.00003447,0,,,,,,,,,0.172,0.076,-0.037,0,1533.00,659.84,-351.64,0,1.30,0.24,-0.18,0,1.48,0.65,-0.32,0,2016
Kepler-1239 b,Transit,1,5.19104016,0.00002643,-0.00002643,0,,,,,,,,,0.259,0.033,-0.028,0,2511.00,304.71,-268.79,0,1.40,0.08,-0.09,0,1.57,0.20,-0.16,0,2016
Kepler-124 b,Transit,3,3.41049300,0.00002100,-0.00002100,0,0.039000,,,0,,,,,0.065,0.004,-0.004,0,383.00,14.15,-10.91,0,,,,,0.64,0.03,-0.03,0,2014
Kepler-124 c,Transit,3,13.82137500,0.00003700,-0.00003700,0,0.100000,,,0,,,,,0.156,0.008,-0.008,0,383.00,14.15,-10.91,0,,,,,0.64,0.03,-0.03,0,2014
Kepler-124 d,Transit,3,30.95085100,0.00036100,-0.00036100,0,0.170000,,,0,,,,,0.099,0.006,-0.006,0,383.00,14.15,-10.91,0,,,,,0.64,0.03,-0.03,0,2014
Kepler-1240 b,Transit,1,4.86638150,0.00002513,-0.00002513,0,,,,,,,,,0.103,0.018,-0.009,0,614.00,99.89,-52.76,0,0.98,0.05,-0.05,0,0.96,0.16,-0.08,0,2016
Kepler-1241 b,Transit,1,18.55257010,0.00010350,-0.00010350,0,,,,,,,,,0.235,0.019,-0.021,0,936.00,83.14,-65.36,0,0.84,0.05,-0.06,0,0.80,0.06,-0.05,0,2016
Kepler-1242 b,Transit,1,13.62798432,0.00005714,-0.00005714,0,,,,,,,,,0.202,0.012,-0.012,0,682.00,29.42,-37.12,0,0.77,0.04,-0.04,0,0.74,0.03,-0.04,0,2016
Kepler-1243 b,Transit,1,16.83207290,0.00008923,-0.00008923,0,,,,,,,,,0.156,0.025,-0.015,0,877.00,140.74,-76.00,0,0.96,0.05,-0.06,0,0.94,0.15,-0.07,0,2016
Kepler-1244 b,Transit,1,3.70428172,0.00001784,-0.00001784,0,,,,,,,,,0.120,0.056,-0.022,0,764.00,357.00,-139.21,0,1.46,0.26,-0.14,0,1.77,0.83,-0.33,0,2016
Kepler-1245 b,Transit,2,4.35409304,0.00001933,-0.00001933,0,,,,,,,,,0.128,0.011,-0.009,0,861.00,66.19,-52.28,0,0.86,0.04,-0.04,0,0.83,0.06,-0.05,0,2016
Kepler-1245 c,Transit,2,2.93658468,0.00000840,-0.00000840,0,,,,,,,,,0.128,0.012,-0.007,0,861.00,66.19,-52.28,0,0.86,0.04,-0.04,0,0.83,0.06,-0.05,0,2016
Kepler-1246 b,Transit,1,11.32271513,0.00008852,-0.00008852,0,,,,,,,,,0.121,0.018,-0.020,0,435.00,17.62,-25.53,0,0.73,0.03,-0.04,0,0.69,0.02,-0.04,0,2016
Kepler-1247 b,Transit,1,13.71220213,0.00006363,-0.00006363,0,,,,,,,,,0.208,0.019,-0.014,0,1094.00,87.58,-69.39,0,0.86,0.04,-0.05,0,0.82,0.06,-0.05,0,2016
Kepler-1248 b,Transit,1,7.46725407,0.00005302,-0.00005302,0,,,,,,,,,0.105,0.018,-0.010,0,540.00,30.38,-25.95,0,1.21,0.04,-0.04,0,1.21,0.06,-0.05,0,2016
Kepler-1249 b,Transit,1,24.33471270,0.00028860,-0.00028860,0,,,,,,,,,0.212,0.087,-0.034,0,1674.00,673.73,-277.71,0,1.19,0.17,-0.12,0,1.28,0.52,-0.20,0,2016
Kepler-125 b,Transit,2,4.16438900,0.00000300,-0.00000300,0,0.041000,,,0,,,,,0.211,0.009,-0.009,0,171.00,10.59,-11.16,0,,,,,0.51,0.02,-0.02,0,2014
Kepler-125 c,Transit,2,5.77446400,0.00004700,-0.00004700,0,0.051000,,,0,,,,,0.066,0.004,-0.004,0,171.00,10.59,-11.16,0,,,,,0.51,0.02,-0.02,0,2014
Kepler-1250 b,Transit,1,2.60754383,0.00000652,-0.00000652,0,,,,,,,,,0.171,0.040,-0.015,0,1371.00,312.08,-121.55,0,0.99,0.05,-0.05,0,0.98,0.22,-0.08,0,2016
Kepler-1251 b,Transit,1,45.09046430,0.00046300,-0.00046300,0,,,,,,,,,0.164,0.023,-0.012,0,863.00,113.77,-63.80,0,0.92,0.05,-0.06,0,0.89,0.12,-0.06,0,2016
Kepler-1252 b,Transit,1,15.05403290,0.00012480,-0.00012480,0,,,,,,,,,0.149,0.037,-0.021,0,828.00,204.47,-110.23,0,1.06,0.09,-0.09,0,1.09,0.27,-0.14,0,2016
Kepler-1253 b,Transit,1,68.88619150,0.00052700,-0.00052700,0,,,,,,,,,0.119,0.016,-0.016,0,390.00,52.02,-45.48,0,0.97,0.06,-0.06,0,1.10,0.15,-0.13,0,2016
Kepler-1254 b,Transit,3,9.99113313,0.00005610,-0.00005610,0,,,,,,,,,0.138,0.008,-0.011,0,676.00,31.89,-48.38,0,0.78,0.04,-0.05,0,0.75,0.03,-0.05,0,2016
Kepler-1254 c,Transit,3,3.60084276,0.00001900,-0.00001900,0,,,,,,,,,0.116,0.006,-0.011,0,676.00,31.89,-48.38,0,0.78,0.04,-0.05,0,0.75,0.03,-0.05,0,2016
Kepler-1254 d,Transit,3,5.72717226,0.00002908,-0.00002908,0,,,,,,,,,0.117,0.008,-0.010,0,676.00,31.89,-48.38,0,0.78,0.04,-0.05,0,0.75,0.03,-0.05,0,2016
Kepler-1255 b,Transit,1,36.29193360,0.00031560,-0.00031560,0,,,,,,,,,0.207,0.057,-0.026,0,1344.00,364.65,-175.95,0,1.08,0.10,-0.09,0,1.12,0.31,-0.14,0,2016
Kepler-1256 b,Transit,1,12.41277540,0.00010800,-0.00010800,0,,,,,,,,,0.133,0.039,-0.020,0,862.00,166.76,-121.80,0,1.17,0.09,-0.06,0,1.36,0.27,-0.19,0,2016
Kepler-1257 b,Transit,1,2.66831376,0.00000986,-0.00000986,0,,,,,,,,,0.136,0.016,-0.011,0,1081.00,127.43,-88.57,0,0.90,0.06,-0.05,0,0.87,0.10,-0.07,0,2016
Kepler-1258 b,Transit,1,0.98494017,0.00000318,-0.00000318,0,,,,,,,,,0.077,0.012,-0.007,0,651.00,94.25,-59.45,0,0.99,0.05,-0.06,0,0.99,0.15,-0.08,0,2016
Kepler-1259 b,Transit,1,0.66308526,0.00000087,-0.00000087,0,,,,,,,,,0.128,0.006,-0.009,0,704.00,36.77,-41.10,0,0.80,0.04,-0.05,0,0.77,0.04,-0.04,0,2016
Kepler-126 b,Transit,3,10.49571100,0.00002800,-0.00002800,0,0.099000,,,0,,,,,0.136,0.009,-0.009,0,231.00,6.64,-7.85,0,,,,,1.36,0.02,-0.02,0,2014
Kepler-126 c,Transit,3,21.86974100,0.00008200,-0.00008200,0,0.162000,,,0,,,,,0.141,0.012,-0.012,0,231.00,6.64,-7.85,0,,,,,1.36,0.02,-0.02,0,2014
Kepler-126 d,Transit,3,100.28313400,0.00025500,-0.00025500,0,0.448000,,,0,,,,,0.223,0.004,-0.004,0,231.00,6.64,-7.85,0,,,,,1.36,0.02,-0.02,0,2014
Kepler-1260 b,Transit,1,19.11877530,0.00016870,-0.00016870,0,,,,,,,,,0.158,0.045,-0.025,0,1041.00,279.01,-140.86,0,1.06,0.09,-0.08,0,1.08,0.30,-0.14,0,2016
Kepler-1261 b,Transit,1,48.43089910,0.00031440,-0.00031440,0,,,,,,,,,0.202,0.012,-0.012,0,795.00,38.99,-35.52,0,0.82,0.03,-0.04,0,0.77,0.03,-0.03,0,2016
Kepler-1262 b,Transit,1,8.67900242,0.00003790,-0.00003790,0,,,,,,,,,0.162,0.029,-0.015,0,1153.00,201.88,-104.40,0,0.99,0.06,-0.06,0,0.98,0.17,-0.09,0,2016
Kepler-1263 b,Transit,1,4.55139967,0.00002128,-0.00002128,0,,,,,,,,,0.102,0.025,-0.011,0,695.00,45.01,-42.36,0,0.84,0.04,-0.04,0,0.80,0.05,-0.05,0,2016
Kepler-1264 b,Transit,1,0.96852602,0.00000233,-0.00000233,0,,,,,,,,,0.105,0.020,-0.011,0,814.00,153.30,-81.76,0,0.99,0.06,-0.06,0,0.98,0.18,-0.09,0,2016
Kepler-1265 b,Transit,1,6.49441289,0.00002951,-0.00002951,0,,,,,,,,,0.120,0.006,-0.012,0,581.00,27.29,-50.12,0,0.71,0.04,-0.05,0,0.69,0.03,-0.05,0,2016
Kepler-1266 b,Transit,1,28.47474800,0.00020450,-0.00020450,0,,,,,,,,,0.230,0.012,-0.041,0,901.00,49.38,-56.15,0,0.80,0.04,-0.05,0,0.76,0.04,-0.05,0,2016
Kepler-1267 b,Transit,1,13.03139450,0.00011040,-0.00011040,0,,,,,,,,,0.269,0.085,-0.040,0,1628.00,503.13,-251.88,0,1.15,0.11,-0.11,0,1.20,0.37,-0.17,0,2016
Kepler-1268 b,Transit,1,40.99039860,0.00048060,-0.00048060,0,,,,,,,,,0.181,0.060,-0.021,0,1406.00,450.45,-159.40,0,1.06,0.08,-0.06,0,1.09,0.36,-0.12,0,2016
Kepler-1269 b,Transit,1,37.33315360,0.00032100,-0.00032100,0,,,,,,,,,0.145,0.041,-0.016,0,710.00,192.20,-80.27,0,1.10,0.09,-0.06,0,1.15,0.32,-0.12,0,2016
Kepler-127 b,Transit,3,14.43588900,0.00006300,-0.00006300,0,0.125000,,,0,,,,,0.125,0.004,-0.004,0,353.00,9.01,-9.68,0,,,,,1.36,0.04,-0.04,0,2014
Kepler-127 c,Transit,3,29.39319500,0.00007300,-0.00007300,0,0.200000,,,0,,,,,0.237,0.012,-0.012,0,353.00,9.01,-9.68,0,,,,,1.36,0.04,-0.04,0,2014
Kepler-127 d,Transit,3,48.63040800,0.00012800,-0.00012800,0,0.280000,,,0,,,,,0.236,0.012,-0.012,0,353.00,9.01,-9.68,0,,,,,1.36,0.04,-0.04,0,2014
Kepler-1270 b,Transit,1,6.03356196,0.00006551,-0.00006551,0,,,,,,,,,0.296,0.027,-0.058,0,1204.00,110.86,-145.11,0,1.28,0.01,-0.11,0,3.38,0.30,-0.41,0,2016
